row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
19494587,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,21,307,REV,Urology Tests,50009,Laboratory and pathology services,24,248,$98.66 ,$4.69 ,$0.00 ,$98.66 ,$4.69 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19497035,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,37,90792,CPT/HCPCS,PSYCH DIAG EVAL W/MED SRVCS,218,"Psychological and psychiatric evaluation, therapy",44,412,"$10,402.74 ",$281.15 ,$307.08 ,"$10,402.74 ",$281.15 ,$307.08 ,$0.00 ,$0.00 ,$0.00 
19499411,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,34,97014,CPT/HCPCS,ELECTRIC STIMULATION THERAPY,213,Physical/occupational/speech therapy - Exercises,91,391,"$2,495.15 ",$73.38 ,$16.19 ,"$2,495.15 ",$73.38 ,$16.19 ,$0.00 ,$0.00 ,$0.00 
19501955,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,48,G0480,CPT/HCPCS,DR TST DEFIN DR ID M P D 1-7 DR CL,235,Laboratory - Other,180,478,"$21,470.80 ",$447.30 ,$252.05 ,"$21,470.80 ",$447.30 ,$252.05 ,$0.00 ,$0.00 ,$0.00 
19505315,2019,27,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,29,71250,CPT/HCPCS,CT THORAX DX C-,178,CT scan - Chest,50,332,"$3,894.76 ",$134.30 ,$142.28 ,"$3,894.76 ",$134.30 ,$142.28 ,$0.00 ,$0.00 ,$0.00 
19509707,2019,27,Clay,MEDICARE,2,19 - 44 years,F,28,80307,CPT/HCPCS,DRUG TEST PRSMV CHEM ANLYZR,235,Laboratory - Other,74,327,"$1,105.24 ",$39.47 ,$0.00 ,"$1,057.04 ",$37.75 ,$0.00 ,$48.20 ,$1.72 ,$0.00 
19513091,2019,27,Clay,MEDICARE,3,45 - 64 years,F,17,88307,CPT/HCPCS,TISSUE EXAM BY PATHOLOGIST,234,Pathology,54,202,"$3,484.77 ",$204.98 ,$84.81 ,"$2,864.03 ",$168.47 ,$67.57 ,$620.74 ,$36.51 ,$17.24 
19515395,2019,27,Clay,MEDICARE,3,45 - 64 years,M,183,93010,CPT/HCPCS,ELECTROCARDIOGRAM REPORT,202,Electrocardiogram,474,"2,105","$3,408.64 ",$18.62 ,$8.48 ,"$2,574.98 ",$14.07 ,$6.77 ,$833.66 ,$4.55 ,$1.78 
19518371,2019,27,Clay,MEDICARE,4,65 - 74 years,F,13,A7036,CPT/HCPCS,CHINSTRAP USE W/POS ARWAY PRSS DEVC,243,DME and supplies,15,156,$146.93 ,$11.30 ,$9.97 ,$117.48 ,$9.03 ,$7.94 ,$29.45 ,$2.26 ,$2.03 
19521131,2019,27,Clay,MEDICARE,4,65 - 74 years,M,224,G0009,CPT/HCPCS,ADMINISTRATION PNEUMOCOCCAL VACC,228,Prophylactic vaccinations and inoculations,231,"2,681","$3,735.51 ",$16.67 ,$8.77 ,"$3,735.51 ",$16.67 ,$8.77 ,$0.00 ,$0.00 ,$0.00 
19523507,2019,27,Clay,MEDICARE,5,75 years and older,F,29,96367,CPT/HCPCS,TX/PROPH/DG ADDL SEQ IV INF,231,Therapeutic procedures - Other,137,338,"$112,004.72 ","$3,862.23 ",$180.18 ,"$90,035.56 ","$3,104.67 ",$144.11 ,"$21,969.16 ",$757.55 ,$0.00 
19525619,2019,27,Clay,MEDICARE,5,75 years and older,M,142,80069,CPT/HCPCS,RENAL FUNCTION PANEL,233,Laboratory - Chemistry and hematology,277,"1,661","$1,230.40 ",$8.66 ,$0.00 ,$981.25 ,$6.91 ,$0.00 ,$249.15 ,$1.75 ,$0.00 
19529195,2019,29,Clearwater,COMMERCIAL,3,45 - 64 years,F,30,90686,CPT/HCPCS,IIV4 VACC NO PRSV 0.5 ML IM,228,Prophylactic vaccinations and inoculations,30,343,$652.78 ,$21.75 ,$24.27 ,$652.78 ,$21.75 ,$24.27 ,$0.00 ,$0.00 ,$0.00 
19534043,2019,29,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,24,96374,CPT/HCPCS,THER/PROPH/DIAG INJ IV PUSH,231,Therapeutic procedures - Other,27,232,"$3,161.97 ",$131.74 ,$117.11 ,"$3,161.97 ",$131.74 ,$117.11 ,$0.00 ,$0.00 ,$0.00 
19541915,2019,29,Clearwater,MEDICARE,4,65 - 74 years,F,11,85379,CPT/HCPCS,FIBRIN DEGRADATION QUANT,233,Laboratory - Chemistry and hematology,12,127,$494.68 ,$44.97 ,$0.00 ,$494.68 ,$44.97 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19545203,2019,29,Clearwater,MEDICARE,5,75 years and older,F,32,99221,CPT/HCPCS,INITIAL HOSPITAL CARE,302,Hospital inpatient services,40,360,"$3,679.16 ",$114.97 ,$98.88 ,"$3,267.72 ",$102.11 ,$82.81 ,$411.44 ,$12.85 ,$8.41 
19552907,2019,31,Cook,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,39,90471,CPT/HCPCS,IMMUNIZATION ADMIN,228,Prophylactic vaccinations and inoculations,43,432,$500.08 ,$12.82 ,$0.00 ,$500.08 ,$12.82 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19558283,2019,31,Cook,MEDICARE,5,75 years and older,F,22,99238,CPT/HCPCS,HOSPITAL DISCHARGE DAY,302,Hospital inpatient services,26,238,"$1,994.73 ",$90.66 ,$71.28 ,"$1,746.05 ",$79.36 ,$70.99 ,$248.68 ,$11.30 ,$14.20 
19564187,2019,33,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,102,S0302,CPT/HCPCS,CMPL EARLY PRD SCREEN DX&TX SRVC,300,Office/outpatient services - Office visits,157,"1,109","$4,633.83 ",$45.42 ,$50.40 ,"$4,633.83 ",$45.42 ,$50.40 ,$0.00 ,$0.00 ,$0.00 
19567187,2019,33,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,T2016,CPT/HCPCS,HABILITATION RES WAIVER; PER DIEM,237,Ancillary services,"2,573",132,"$607,026.11 ","$55,184.19 ","$62,052.48 ","$607,013.31 ","$55,183.02 ","$62,049.28 ",$12.80 ,$1.16 ,$0.00 
19574003,2019,33,Cottonwood,MEDICARE,4,65 - 74 years,F,18,84132,CPT/HCPCS,ASSAY OF SERUM POTASSIUM,233,Laboratory - Chemistry and hematology,22,201,$95.10 ,$5.28 ,$2.44 ,$95.10 ,$5.28 ,$2.44 ,$0.00 ,$0.00 ,$0.00 
19577267,2019,33,Cottonwood,MEDICARE,5,75 years and older,F,346,80048,CPT/HCPCS,METABOLIC PANEL TOTAL CA,233,Laboratory - Chemistry and hematology,696,"4,028","$15,835.17 ",$45.76 ,$9.22 ,"$14,943.46 ",$43.18 ,$9.22 ,$891.71 ,$2.57 ,$0.00 
19580339,2019,35,Crow Wing,COMMERCIAL,1,18 years and under,F,25,73630,CPT/HCPCS,X-RAY EXAM OF FOOT,226,Radiology - Diagnostic (other),54,300,"$3,359.75 ",$134.39 ,$58.38 ,"$1,320.08 ",$52.80 ,$42.36 ,"$2,039.67 ",$81.58 ,$10.56 
19583555,2019,35,Crow Wing,COMMERCIAL,2,19 - 44 years,F,252,99212,CPT/HCPCS,OFFICE O/P EST SF 10-19 MIN,300,Office/outpatient services - Office visits,330,"2,870","$20,446.84 ",$81.13 ,$74.42 ,"$11,857.76 ",$47.05 ,$31.84 ,"$8,589.08 ",$34.08 ,$25.00 
19586555,2019,35,Crow Wing,COMMERCIAL,3,45 - 64 years,F,365,81001,CPT/HCPCS,URINALYSIS AUTO W/SCOPE,206,"Microscopic examination (e.g., lab, toxicology)",552,"4,257","$11,898.26 ",$32.59 ,$10.80 ,"$6,962.54 ",$19.07 ,$4.79 ,"$4,935.72 ",$13.52 ,$0.54 
19589723,2019,35,Crow Wing,COMMERCIAL,3,45 - 64 years,M,21,98943,CPT/HCPCS,CHIROPRACT MANJ XTRSPINL 1/>,163,Musculoskeletal procedures - Therapeutic (other),82,252,"$1,993.41 ",$94.92 ,$44.00 ,$666.52 ,$31.73 ,$0.00 ,"$1,326.89 ",$63.18 ,$22.00 
19594835,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,17,99231,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,75,187,"$3,438.61 ",$202.27 ,$167.38 ,"$3,438.61 ",$202.27 ,$167.38 ,$0.00 ,$0.00 ,$0.00 
19598171,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,22,81420,CPT/HCPCS,FETAL CHRMOML ANEUPLOIDY,234,Pathology,22,245,"$15,778.59 ",$717.20 ,$758.70 ,"$15,778.59 ",$717.20 ,$758.70 ,$0.00 ,$0.00 ,$0.00 
19599707,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,47,V2107,CPT/HCPCS,1 VISN +/-4.25-+/-7.00 0.12-2.00D,241,Visual aids and other optical supplies,54,525,"$1,787.03 ",$38.02 ,$42.01 ,"$1,762.03 ",$37.49 ,$42.01 ,$25.00 ,$0.53 ,$0.00 
19602563,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,14,64635,CPT/HCPCS,DESTROY LUMB/SAC FACET JNT,8,Nervous system procedures - Therapeutic (other),35,168,"$9,482.11 ",$677.29 ,$604.95 ,"$9,120.71 ",$651.47 ,$598.95 ,$361.40 ,$25.81 ,$4.60 
19604003,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,21,G0121,CPT/HCPCS,COLOREC CNCR SCR;COLNSCPY NO HI RSK,76,Colonoscopy and biopsy,23,236,"$16,410.79 ",$781.46 ,$815.11 ,"$16,410.79 ",$781.46 ,$815.11 ,$0.00 ,$0.00 ,$0.00 
18966204,2019,1,Aitkin,COMMERCIAL,3,45 - 64 years,F,15,82728,CPT/HCPCS,ASSAY OF FERRITIN,233,Laboratory - Chemistry and hematology,16,170,"$1,523.88 ",$101.59 ,$107.20 ,"$1,093.51 ",$72.90 ,$80.54 ,$430.37 ,$28.69 ,$0.00 
18970548,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,20,171,REV,Nursery/Level I,50002,Room and board (nursery) services,20,145,"$91,814.00 ","$4,590.70 ","$5,321.48 ","$91,814.00 ","$4,590.70 ","$5,321.48 ",$0.00 ,$0.00 ,$0.00 
18973092,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,17,73030,CPT/HCPCS,X-RAY EXAM OF SHOULDER,226,Radiology - Diagnostic (other),40,192,"$2,657.14 ",$156.30 ,$119.35 ,"$2,647.09 ",$155.71 ,$119.35 ,$10.05 ,$0.59 ,$0.00 
18976140,2019,1,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,40,82043,CPT/HCPCS,UR ALBUMIN QUANTITATIVE,206,"Microscopic examination (e.g., lab, toxicology)",42,475,$967.34 ,$24.18 ,$26.58 ,$967.34 ,$24.18 ,$26.58 ,$0.00 ,$0.00 ,$0.00 
18982092,2019,1,Aitkin,MEDICARE,3,45 - 64 years,M,27,82248,CPT/HCPCS,BILIRUBIN DIRECT,233,Laboratory - Chemistry and hematology,36,309,$90.08 ,$3.33 ,$0.00 ,$90.08 ,$3.33 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19606595,2019,35,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,43,H0046,CPT/HCPCS,MENTAL HEALTH SERVICES NOS,218,"Psychological and psychiatric evaluation, therapy",897,503,"$15,481.62 ",$360.03 ,$189.91 ,"$15,446.42 ",$359.21 ,$186.71 ,$35.20 ,$0.81 ,$0.00 
19613075,2019,35,Crow Wing,MEDICARE,3,45 - 64 years,F,52,80076,CPT/HCPCS,HEPATIC FUNCTION PANEL,235,Laboratory - Other,82,611,"$4,503.62 ",$86.60 ,$0.00 ,"$2,843.70 ",$54.68 ,$0.00 ,"$1,659.92 ",$31.92 ,$0.00 
19615739,2019,35,Crow Wing,MEDICARE,3,45 - 64 years,M,15,81528,CPT/HCPCS,ONCOLOGY COLORECTAL SCR,234,Pathology,17,173,"$7,481.37 ",$498.75 ,$498.69 ,"$7,481.37 ",$498.75 ,$498.69 ,$0.00 ,$0.00 ,$0.00 
19618523,2019,35,Crow Wing,MEDICARE,4,65 - 74 years,F,57,72125,CPT/HCPCS,CT NECK SPINE W/O DYE,180,CT scan - Other,114,674,"$15,452.57 ",$271.09 ,$52.69 ,"$14,225.97 ",$249.57 ,$52.48 ,"$1,226.60 ",$21.51 ,$9.75 
19620347,2019,35,Crow Wing,MEDICARE,4,65 - 74 years,F,568,J2250,CPT/HCPCS,INJECTION MIDAZOLAM HCL PER 1 MG,240,"Medications (injections, infusions, other forms)",730,"6,785",$992.02 ,$1.74 ,$0.00 ,$963.27 ,$1.69 ,$0.00 ,$28.75 ,$0.05 ,$0.00 
19622627,2019,35,Crow Wing,MEDICARE,4,65 - 74 years,M,13,88360,CPT/HCPCS,TUMOR IMMUNOHISTOCHEM/MANUAL,234,Pathology,20,143,$856.19 ,$65.86 ,$44.56 ,$760.93 ,$58.53 ,$43.13 ,$95.26 ,$7.32 ,$6.80 
19624283,2019,35,Crow Wing,MEDICARE,5,75 years and older,F,12,740,REV,EEG,50014,Other imaging and diagnostic services,16,130,$177.28 ,$14.77 ,$0.00 ,$177.28 ,$14.77 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19626203,2019,35,Crow Wing,MEDICARE,5,75 years and older,F,17,93975,CPT/HCPCS,VASCULAR STUDY,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,27,193,"$2,671.11 ",$157.12 ,$57.92 ,"$2,389.92 ",$140.58 ,$57.92 ,$281.19 ,$16.54 ,$11.39 
19627931,2019,35,Crow Wing,MEDICARE,5,75 years and older,M,13,17272,CPT/HCPCS,DESTRUCTION OF SKIN LESIONS,170,Skin lesion - Excision,16,156,"$2,147.24 ",$165.17 ,$159.09 ,"$1,735.92 ",$133.53 ,$127.23 ,$411.32 ,$31.64 ,$31.86 
19630571,2019,35,Crow Wing,MEDICARE,5,75 years and older,M,93,J1170,CPT/HCPCS,INJECTION HYDROMORPHONE UP TO 4 MG,240,"Medications (injections, infusions, other forms)",132,"1,076",$52.39 ,$0.56 ,$0.00 ,$52.39 ,$0.56 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19633091,2019,37,Dakota,COMMERCIAL,1,18 years and under,F,151,A0425,CPT/HCPCS,GROUND MILEAGE PER STATUTE MILE,239,"Transportation - Patient, provider, equipment",198,"1,742","$71,332.54 ",$472.40 ,$376.31 ,"$65,572.22 ",$434.25 ,$339.94 ,"$5,760.32 ",$38.14 ,$0.00 
19635347,2019,37,Dakota,COMMERCIAL,1,18 years and under,M,176,90474,CPT/HCPCS,IMMUNE ADMIN ORAL/NASAL ADDL,228,Prophylactic vaccinations and inoculations,272,"1,556","$5,329.34 ",$30.28 ,$26.65 ,"$5,321.84 ",$30.23 ,$26.65 ,$7.50 ,$0.04 ,$0.00 
19636763,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,F,51,420,REV,Physical Therapy,50020,"Physical, occupational, and speech therapy",62,592,"$27,779.47 ",$544.69 ,$0.00 ,"$27,538.35 ",$539.96 ,$0.00 ,$241.12 ,$4.72 ,$0.00 
19638587,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,F,178,82040,CPT/HCPCS,ASSAY OF SERUM ALBUMIN,233,Laboratory - Chemistry and hematology,309,"2,061","$2,984.92 ",$16.76 ,$13.36 ,"$2,365.86 ",$13.29 ,$9.22 ,$619.06 ,$3.47 ,$0.00 
19639499,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,F,43,94726,CPT/HCPCS,PULM FUNCT TST PLETHYSMOGRAP,38,Lung and bronchus procedures - Diagnostic (other),58,497,"$5,427.12 ",$126.21 ,$107.19 ,"$3,419.85 ",$79.53 ,$70.58 ,"$2,007.27 ",$46.68 ,$0.00 
19641011,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,M,93,360,REV,OR Services,50006,Operating room services,105,"1,077","$572,983.29 ","$6,161.11 ",$0.00 ,"$572,983.29 ","$6,161.11 ",$0.00 ,$0.00 ,$0.00 ,$0.00 
19643171,2019,37,Dakota,COMMERCIAL,2,19 - 44 years,M,139,90746,CPT/HCPCS,HEPB VACCINE 3 DOSE ADULT IM,228,Prophylactic vaccinations and inoculations,172,"1,607","$12,261.55 ",$88.21 ,$69.62 ,"$12,183.32 ",$87.64 ,$69.62 ,$78.23 ,$0.56 ,$0.00 
19644635,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,F,20,0042T,CPT/HCPCS,CT PERFUSION W/CONTRAST CBF,180,CT scan - Other,33,238,"$4,574.56 ",$228.72 ,$188.19 ,"$3,864.89 ",$193.24 ,$179.48 ,$709.67 ,$35.48 ,$0.00 
19646579,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,F,95,73718,CPT/HCPCS,MRI LOWER EXTREMITY W/O DYE,198,MRI (magnetic resonance imaging),129,"1,114","$78,715.57 ",$828.58 ,$802.52 ,"$55,712.02 ",$586.44 ,$659.46 ,"$23,003.55 ",$242.14 ,$0.00 
19647779,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,F,"1,178",93005,CPT/HCPCS,ELECTROCARDIOGRAM TRACING,202,Electrocardiogram,"1,524","13,728","$69,452.71 ",$58.95 ,$0.00 ,"$60,247.29 ",$51.14 ,$0.00 ,"$9,205.42 ",$7.81 ,$0.00 
19648859,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,F,24,H2017,CPT/HCPCS,PSYCHOSOCIAL REHAB SRVC 15 MINUTES,218,"Psychological and psychiatric evaluation, therapy",623,288,"$65,969.31 ","$2,748.72 ","$2,216.84 ","$65,969.31 ","$2,748.72 ","$2,216.84 ",$0.00 ,$0.00 ,$0.00 
19651355,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,M,72,72170,CPT/HCPCS,X-RAY EXAM OF PELVIS,226,Radiology - Diagnostic (other),93,820,"$5,537.52 ",$76.91 ,$64.77 ,"$3,640.82 ",$50.56 ,$43.71 ,"$1,896.70 ",$26.34 ,$0.00 
19652651,2019,37,Dakota,COMMERCIAL,3,45 - 64 years,M,16,93978,CPT/HCPCS,VASCULAR STUDY,197,Ultrasound - Diagnostic (other),33,173,"$11,280.14 ",$705.00 ,$635.67 ,"$8,775.95 ",$548.49 ,$619.33 ,"$2,504.19 ",$156.51 ,$0.00 
19654787,2019,37,Dakota,COMMERCIAL,4,65 - 74 years,F,23,45378,CPT/HCPCS,DIAGNOSTIC COLONOSCOPY,76,Colonoscopy and biopsy,38,276,"$16,015.91 ",$696.34 ,$686.18 ,"$15,485.91 ",$673.30 ,$686.18 ,$530.00 ,$23.04 ,$0.00 
19657643,2019,37,Dakota,COMMERCIAL,4,65 - 74 years,M,31,76775,CPT/HCPCS,US EXAM ABDO BACK WALL LIM,196,Ultrasound - Abdomen/retroperitoneum - Diagnostic,38,372,"$4,219.09 ",$136.09 ,$119.52 ,"$3,382.67 ",$109.11 ,$50.28 ,$836.42 ,$26.98 ,$0.00 
19660619,2019,37,Dakota,COMMERCIAL,5,75 years and older,F,57,99220,CPT/HCPCS,INITIAL OBSERVATION CARE,301,Observation care services,77,648,"$4,041.99 ",$70.91 ,$36.66 ,"$3,811.30 ",$66.86 ,$36.66 ,$230.69 ,$4.04 ,$0.00 
19663763,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,44,41899,CPT/HCPCS,DENTAL SURGERY PROCEDURE,29,Oral and dental services,44,511,"$133,790.75 ","$3,040.69 ","$2,989.05 ","$133,790.75 ","$3,040.69 ","$2,989.05 ",$0.00 ,$0.00 ,$0.00 
19665179,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,436,97530,CPT/HCPCS,THERAPEUTIC ACTIVITIES,213,Physical/occupational/speech therapy - Exercises,"6,469","5,057","$552,449.51 ","$1,267.08 ",$320.94 ,"$551,822.96 ","$1,265.64 ",$320.94 ,$626.55 ,$1.43 ,$0.00 
19667315,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,37,80299,CPT/HCPCS,QUANTITATIVE ASSAY DRUG,235,Laboratory - Other,66,422,$321.65 ,$8.69 ,$0.00 ,$321.65 ,$8.69 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19668779,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,12,J0295,CPT/HCPCS,INJ AMPCLLN SODIM/SULBACTAM-1.5 G,240,"Medications (injections, infusions, other forms)",18,142,$60.61 ,$5.05 ,$0.00 ,$60.61 ,$5.05 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19670507,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,944,59025,CPT/HCPCS,FETAL NON-STRESS TEST,139,Fetal monitoring,"2,815","9,944","$240,222.56 ",$254.47 ,$179.93 ,"$239,801.75 ",$254.02 ,$175.65 ,$420.81 ,$0.44 ,$0.00 
19671803,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,30,88291,CPT/HCPCS,CYTO/MOLECULAR REPORT,206,"Microscopic examination (e.g., lab, toxicology)",32,324,"$1,014.89 ",$33.82 ,$36.54 ,"$1,014.89 ",$33.82 ,$36.54 ,$0.00 ,$0.00 ,$0.00 
19673603,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,67,S0209,CPT/HCPCS,WHEELCHAIR VAN MILEAGE PER MILE,239,"Transportation - Patient, provider, equipment","1,841",802,"$60,252.94 ",$899.29 ,$52.21 ,"$60,252.94 ",$899.29 ,$52.21 ,$0.00 ,$0.00 ,$0.00 
19675979,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,309,90832,CPT/HCPCS,PSYTX W PT 30 MINUTES,218,"Psychological and psychiatric evaluation, therapy",833,"3,508","$46,882.81 ",$151.72 ,$66.44 ,"$46,702.24 ",$151.13 ,$66.44 ,$180.57 ,$0.58 ,$0.00 
19678475,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,25,3074F,CPT/HCPCS,SYST BP LT 130 MM HG,998,CPT codes not classified (F codes),25,276,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19680227,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,28,92504,CPT/HCPCS,EAR MICROSCOPY EXAMINATION,31,"Nose, mouth, pharynx procedures - Diagnostic",36,316,$641.72 ,$22.91 ,$21.66 ,$638.52 ,$22.80 ,$21.66 ,$3.20 ,$0.11 ,$0.00 
19682027,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,17,T4523,CPT/HCPCS,ADLT SZ DISPBL INCONT BRF/DIAPER LG,243,DME and supplies,125,199,"$14,496.30 ",$852.72 ,$842.16 ,"$14,464.30 ",$850.84 ,$842.16 ,$32.00 ,$1.88 ,$0.00 
19684667,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,47,97811,CPT/HCPCS,ACUPUNCT W/O STIMUL ADDL 15M,213,Physical/occupational/speech therapy - Exercises,416,512,"$18,020.57 ",$383.41 ,$146.58 ,"$18,012.20 ",$383.23 ,$145.84 ,$8.37 ,$0.17 ,$0.00 
19686779,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,11,83721,CPT/HCPCS,ASSAY OF BLOOD LIPOPROTEIN,233,Laboratory - Chemistry and hematology,11,132,$61.43 ,$5.58 ,$0.00 ,$61.43 ,$5.58 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19690619,2019,37,Dakota,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,94,A0130,CPT/HCPCS,NONEMERG TRNSPRT: WHEELCHAIR VAN,239,"Transportation - Patient, provider, equipment","1,007","1,017","$19,422.29 ",$206.62 ,$36.00 ,"$19,422.29 ",$206.62 ,$36.00 ,$0.00 ,$0.00 ,$0.00 
19693619,2019,37,Dakota,MEDICARE,2,19 - 44 years,F,47,87070,CPT/HCPCS,CULTURE OTHR SPECIMN AEROBIC,206,"Microscopic examination (e.g., lab, toxicology)",95,559,"$2,155.44 ",$45.86 ,$9.38 ,"$1,865.04 ",$39.68 ,$9.38 ,$290.40 ,$6.17 ,$0.00 
19696211,2019,37,Dakota,MEDICARE,2,19 - 44 years,M,91,97110,CPT/HCPCS,THERAPEUTIC EXERCISES,213,Physical/occupational/speech therapy - Exercises,559,"1,088","$27,465.96 ",$301.82 ,$156.83 ,"$20,918.67 ",$229.87 ,$111.81 ,"$6,547.29 ",$71.94 ,$37.63 
19698947,2019,37,Dakota,MEDICARE,3,45 - 64 years,F,71,81025,CPT/HCPCS,URINE PREGNANCY TEST,200,Urinary system (nonoperative) measurements,100,851,$234.95 ,$3.30 ,$0.00 ,$234.95 ,$3.30 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19700147,2019,37,Dakota,MEDICARE,3,45 - 64 years,F,23,A0433,CPT/HCPCS,ADVANCED LIFE SUPPORT LEVEL 2,239,"Transportation - Patient, provider, equipment",40,261,"$19,406.82 ",$843.77 ,$639.46 ,"$15,710.04 ",$683.04 ,$509.49 ,"$3,696.78 ",$160.72 ,$129.97 
19703267,2019,37,Dakota,MEDICARE,3,45 - 64 years,M,13,81240,CPT/HCPCS,F2 GENE,234,Pathology,13,154,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19704659,2019,37,Dakota,MEDICARE,3,45 - 64 years,M,12,C2617,CPT/HCPCS,STENT NON-COR TEMP W/O DELIV SYSTEM,243,DME and supplies,14,127,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19707587,2019,37,Dakota,MEDICARE,4,65 - 74 years,F,126,64493,CPT/HCPCS,INJ PARAVERT F JNT L/S 1 LEV,8,Nervous system procedures - Therapeutic (other),404,"1,507","$100,055.76 ",$794.09 ,$689.99 ,"$82,325.36 ",$653.37 ,$535.58 ,"$17,730.40 ",$140.71 ,$103.38 
19709027,2019,37,Dakota,MEDICARE,4,65 - 74 years,F,119,92341,CPT/HCPCS,FIT SPECTACLES BIFOCAL,220,Ophthalmologic/otologic diagnosis and treatment,123,"1,417","$3,605.18 ",$30.29 ,$33.99 ,"$3,605.18 ",$30.29 ,$33.99 ,$0.00 ,$0.00 ,$0.00 
19709843,2019,37,Dakota,MEDICARE,4,65 - 74 years,F,697,A9585,CPT/HCPCS,INJECTION GADOBUTROL 0.1 ML,243,DME and supplies,"1,087","8,268","$9,498.24 ",$13.62 ,$0.00 ,"$7,860.26 ",$11.27 ,$0.00 ,"$1,637.98 ",$2.35 ,$0.00 
